,CBSA Code,Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_id,state_name,lat,lng,population,density,timezone
57201,17340,04/10/2021,44,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57202,17340,05/10/2021,31,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57203,17340,06/10/2021,24,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57204,17340,07/10/2021,26,Good,Ozone,3,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57205,17340,08/10/2021,27,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57206,17340,09/10/2021,30,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57207,17340,10/10/2021,32,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57208,17340,11/10/2021,31,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57209,17340,12/10/2021,29,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57210,17340,13/10/2021,29,Good,Ozone,3,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57211,17340,14/10/2021,29,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57212,17340,15/10/2021,30,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57213,17340,16/10/2021,40,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57214,17340,17/10/2021,34,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57215,17340,18/10/2021,30,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57216,17340,19/10/2021,33,Good,Ozone,3,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57217,17340,20/10/2021,21,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57218,17340,21/10/2021,22,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57219,17340,22/10/2021,29,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57220,17340,23/10/2021,23,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57221,17340,24/10/2021,36,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57222,17340,25/10/2021,30,Good,Ozone,3,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57223,17340,26/10/2021,21,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57224,17340,27/10/2021,19,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57225,17340,28/10/2021,14,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57226,17340,29/10/2021,13,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57227,17340,30/10/2021,31,Good,Ozone,1,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
57228,17340,31/10/2021,29,Good,Ozone,3,Clearlake,CA,California,38.9589,-122.633,15329,584,America/Los_Angeles
