Date,AQI,State,Site ID
2010-11-03,35.6,Florida,0
2010-11-04,29.675675675675677,Florida,0
2010-11-05,38.542857142857144,Florida,0
2010-11-06,39.285714285714285,Florida,0
2010-11-07,39.4054054054054,Florida,0
2010-11-08,43.68571428571428,Florida,0
2010-11-09,52.114285714285714,Florida,0
2010-11-10,58.62162162162162,Florida,0
2010-11-11,52.42857142857143,Florida,0
2010-11-12,43.8,Florida,0
2010-11-13,44.351351351351354,Florida,0
2010-11-14,45.857142857142854,Florida,0
2010-11-15,45.08571428571429,Florida,0
2010-11-16,42.08108108108108,Florida,0
2010-11-17,43.31428571428572,Florida,0
2010-11-18,49.35294117647059,Florida,0
2010-11-19,45.7027027027027,Florida,0
2010-11-20,44.6,Florida,0
2010-11-21,41.34285714285714,Florida,0
2010-11-22,37.270270270270274,Florida,0
2010-11-23,38.714285714285715,Florida,0
2010-11-24,38.55882352941177,Florida,0
2010-11-25,34.138888888888886,Florida,0
2010-11-26,29.264705882352942,Florida,0
2010-11-27,33.14705882352941,Florida,0
2010-11-28,37.55555555555556,Florida,0
2010-11-29,34.411764705882355,Florida,0
2010-11-30,29.91176470588235,Florida,0
2010-12-01,32.138888888888886,Florida,0
2010-12-02,40.0,Florida,0
2010-12-03,45.911764705882355,Florida,0
2010-12-04,50.67567567567568,Florida,0
2010-12-05,46.05714285714286,Florida,0
2010-12-06,40.970588235294116,Florida,0
2010-12-07,40.32432432432432,Florida,0
2010-12-08,46.4,Florida,0
2010-12-09,49.74285714285714,Florida,0
2010-12-10,49.7027027027027,Florida,0
2010-12-11,45.8,Florida,0
2010-12-12,36.94285714285714,Florida,0
2010-12-13,34.31428571428572,Florida,0
2010-12-14,33.142857142857146,Florida,0
2010-12-15,43.2,Florida,0
2010-12-16,48.37837837837838,Florida,0
2010-12-17,45.08571428571429,Florida,0
2010-12-18,38.05714285714286,Florida,0
2010-12-19,35.83783783783784,Florida,0
2010-12-20,45.94285714285714,Florida,0
2010-12-21,48.371428571428574,Florida,0
2010-12-22,50.24324324324324,Florida,0
2010-12-23,50.029411764705884,Florida,0
2010-12-24,47.85294117647059,Florida,0
2010-12-25,46.833333333333336,Florida,0
2010-12-26,37.93939393939394,Florida,0
2010-12-27,39.14705882352941,Florida,0
2010-12-28,46.333333333333336,Florida,0
2010-12-29,50.911764705882355,Florida,0
2010-12-30,48.23529411764706,Florida,0
2010-12-31,43.57142857142857,Florida,0
2011-01-01,41.970588235294116,Florida,0
2011-01-02,38.35294117647059,Florida,0
2011-01-03,36.857142857142854,Florida,0
2011-01-04,40.94285714285714,Florida,0
2011-01-05,42.61764705882353,Florida,0
2011-01-06,39.111111111111114,Florida,0
2011-01-07,43.68571428571428,Florida,0
2011-01-08,44.8,Florida,0
2011-01-09,40.69444444444444,Florida,0
2011-01-10,42.02857142857143,Florida,0
2011-01-11,35.114285714285714,Florida,0
2011-01-12,36.666666666666664,Florida,0
2011-01-13,44.17142857142857,Florida,0
2011-01-14,45.82857142857143,Florida,0
2011-01-15,48.47222222222222,Florida,0
2011-01-16,51.51428571428571,Florida,0
2011-01-17,40.4,Florida,0
2011-01-18,33.583333333333336,Florida,0
2011-01-19,39.542857142857144,Florida,0
2011-01-20,44.74285714285714,Florida,0
2011-01-21,37.05555555555556,Florida,0
2011-01-22,39.142857142857146,Florida,0
2011-01-23,46.14705882352941,Florida,0
2011-01-24,46.361111111111114,Florida,0
2011-01-25,38.05714285714286,Florida,0
2011-01-26,35.2,Florida,0
2011-01-27,40.02857142857143,Florida,0
2011-01-28,48.970588235294116,Florida,0
2011-01-29,58.142857142857146,Florida,0
2011-01-30,54.94444444444444,Florida,0
2011-01-31,52.22857142857143,Florida,0
2011-02-01,45.42857142857143,Florida,0
2011-02-02,39.47222222222222,Florida,0
2011-02-03,40.22857142857143,Florida,0
2011-02-04,33.542857142857144,Florida,0
2011-02-05,31.82857142857143,Florida,0
2011-02-06,40.970588235294116,Florida,0
2011-02-07,38.588235294117645,Florida,0
2011-02-08,44.888888888888886,Florida,0
2011-02-09,47.6,Florida,0
2011-02-10,44.38235294117647,Florida,0
2011-02-11,47.30555555555556,Florida,0
2011-02-12,46.35294117647059,Florida,0
2011-02-13,46.55882352941177,Florida,0
2011-02-14,50.75,Florida,0
2011-02-15,61.91428571428571,Florida,0
2011-02-16,59.542857142857144,Florida,0
2011-02-17,54.833333333333336,Florida,0
2011-02-18,49.31428571428572,Florida,0
2011-02-19,54.371428571428574,Florida,0
2011-02-20,56.75,Florida,0
2011-02-21,48.4,Florida,0
2011-02-22,45.68571428571428,Florida,0
2011-02-23,51.77777777777778,Florida,0
2011-02-24,52.31428571428572,Florida,0
2011-02-25,47.0,Florida,0
2011-02-26,48.270270270270274,Florida,0
2011-02-27,44.111111111111114,Florida,0
2011-02-28,43.72222222222222,Florida,0
2011-03-01,47.5945945945946,Florida,0
2011-03-02,50.94117647058823,Florida,0
2011-03-03,49.888888888888886,Florida,0
2011-03-04,45.945945945945944,Florida,0
2011-03-05,41.25,Florida,0
2011-03-06,38.27777777777778,Florida,0
2011-03-07,45.32432432432432,Florida,0
2011-03-08,48.94444444444444,Florida,0
2011-03-09,42.388888888888886,Florida,0
2011-03-10,35.45945945945946,Florida,0
2011-03-11,47.638888888888886,Florida,0
2011-03-12,58.97222222222222,Florida,0
2011-03-13,56.13513513513514,Florida,0
2011-03-14,54.22222222222222,Florida,0
2011-03-15,55.52777777777778,Florida,0
2011-03-16,51.945945945945944,Florida,0
2011-03-17,64.0,Florida,0
2011-03-18,69.5,Florida,0
2011-03-19,71.48648648648648,Florida,0
2011-03-20,58.666666666666664,Florida,0
2011-03-21,55.77777777777778,Florida,0
2011-03-22,60.416666666666664,Florida,0
2011-03-23,59.8,Florida,0
2011-03-24,51.714285714285715,Florida,0
2011-03-25,68.58333333333333,Florida,0
2011-03-26,55.52777777777778,Florida,0
2011-03-27,51.82857142857143,Florida,0
2011-03-28,39.37837837837838,Florida,0
2011-03-29,40.111111111111114,Florida,0
2011-03-30,43.47222222222222,Florida,0
2011-03-31,38.7027027027027,Florida,0
2011-04-01,54.22222222222222,Florida,0
2011-04-02,61.75,Florida,0
2011-04-03,53.351351351351354,Florida,0
2011-04-04,49.388888888888886,Florida,0
2011-04-05,39.371428571428574,Florida,0
2011-04-06,54.44444444444444,Florida,0
2011-04-07,48.361111111111114,Florida,0
2011-04-08,47.30555555555556,Florida,0
2011-04-09,46.486486486486484,Florida,0
2011-04-10,47.583333333333336,Florida,0
2011-04-11,52.72222222222222,Florida,0
2011-04-12,47.44444444444444,Florida,0
2011-04-13,66.55555555555556,Florida,0
2011-04-14,78.25,Florida,0
2011-04-15,51.351351351351354,Florida,0
2011-04-16,57.02857142857143,Florida,0
2011-04-17,63.628571428571426,Florida,0
2011-04-18,62.05555555555556,Florida,0
2011-04-19,47.388888888888886,Florida,0
2011-04-20,42.138888888888886,Florida,0
2011-04-21,44.189189189189186,Florida,0
2011-04-22,44.916666666666664,Florida,0
2011-04-23,44.05555555555556,Florida,0
2011-04-24,43.67567567567568,Florida,0
2011-04-25,35.52777777777778,Florida,0
2011-04-26,37.611111111111114,Florida,0
2011-04-27,46.0,Florida,0
2011-04-28,44.361111111111114,Florida,0
2011-04-29,55.333333333333336,Florida,0
2011-04-30,66.1891891891892,Florida,0
2011-05-01,54.583333333333336,Florida,0
2011-05-02,48.111111111111114,Florida,0
2011-05-03,50.810810810810814,Florida,0
2011-05-04,53.19444444444444,Florida,0
2011-05-05,63.916666666666664,Florida,0
2011-05-06,54.945945945945944,Florida,0
2011-05-07,83.08333333333333,Florida,0
2011-05-08,69.22222222222223,Florida,0
2011-05-09,55.189189189189186,Florida,0
2011-05-10,73.75,Florida,0
2011-05-11,69.61111111111111,Florida,0
2011-05-12,64.21621621621621,Florida,0
2011-05-13,62.17142857142857,Florida,0
2011-05-14,55.38235294117647,Florida,0
2011-05-15,45.22857142857143,Florida,0
2011-05-16,42.02857142857143,Florida,0
2011-05-17,44.611111111111114,Florida,0
2011-05-18,54.567567567567565,Florida,0
2011-05-19,70.30555555555556,Florida,0
2011-05-20,63.916666666666664,Florida,0
2011-05-21,51.83783783783784,Florida,0
2011-05-22,52.22222222222222,Florida,0
2011-05-23,54.583333333333336,Florida,0
2011-05-24,58.30555555555556,Florida,0
2011-05-25,49.55555555555556,Florida,0
2011-05-26,43.80555555555556,Florida,0
2011-05-27,42.27777777777778,Florida,0
2011-05-28,43.47222222222222,Florida,0
2011-05-29,40.22222222222222,Florida,0
2011-05-30,32.810810810810814,Florida,0
2011-05-31,33.861111111111114,Florida,0
2011-06-01,52.416666666666664,Florida,0
2011-06-02,42.189189189189186,Florida,0
2011-06-03,43.138888888888886,Florida,0
2011-06-04,50.2,Florida,0
2011-06-05,54.54054054054054,Florida,0
2011-06-06,70.83333333333333,Florida,0
2011-06-07,58.68571428571428,Florida,0
2011-06-08,57.885714285714286,Florida,0
2011-06-09,58.857142857142854,Florida,0
2011-06-10,54.8,Florida,0
2011-06-11,59.22857142857143,Florida,0
2011-06-12,55.08571428571429,Florida,0
2011-06-13,63.94285714285714,Florida,0
2011-06-14,65.37142857142857,Florida,0
2011-06-15,68.86111111111111,Florida,0
2011-06-16,79.8,Florida,0
2011-06-17,64.78787878787878,Florida,0
2011-06-18,43.911764705882355,Florida,0
2011-06-19,38.0,Florida,0
2011-06-20,43.7027027027027,Florida,0
2011-06-21,49.19444444444444,Florida,0
2011-06-22,46.02777777777778,Florida,0
2011-06-23,36.05555555555556,Florida,0
2011-06-24,37.333333333333336,Florida,0
2011-06-25,35.611111111111114,Florida,0
2011-06-26,38.567567567567565,Florida,0
2011-06-27,37.861111111111114,Florida,0
2011-06-28,38.4,Florida,0
2011-06-29,36.08108108108108,Florida,0
2011-06-30,43.2,Florida,0
2011-07-01,50.583333333333336,Florida,0
2011-07-02,50.75675675675676,Florida,0
2011-07-03,50.138888888888886,Florida,0
2011-07-04,50.80555555555556,Florida,0
2011-07-05,50.0,Florida,0
2011-07-06,43.44444444444444,Florida,0
2011-07-07,38.77777777777778,Florida,0
2011-07-08,44.78378378378378,Florida,0
2011-07-09,46.111111111111114,Florida,0
2011-07-10,44.91428571428571,Florida,0
2011-07-11,41.361111111111114,Florida,0
2011-07-12,40.94285714285714,Florida,0
2011-07-13,41.0,Florida,0
2011-07-14,44.4,Florida,0
2011-07-15,36.94285714285714,Florida,0
2011-07-16,35.0,Florida,0
2011-07-17,34.638888888888886,Florida,0
2011-07-18,36.05555555555556,Florida,0
2011-07-19,42.97222222222222,Florida,0
2011-07-20,51.32432432432432,Florida,0
2011-07-21,43.77777777777778,Florida,0
2011-07-22,33.94444444444444,Florida,0
2011-07-23,32.75675675675676,Florida,0
2011-07-24,31.555555555555557,Florida,0
2011-07-25,34.666666666666664,Florida,0
2011-07-26,33.891891891891895,Florida,0
2011-07-27,34.94444444444444,Florida,0
2011-07-28,37.361111111111114,Florida,0
2011-07-29,37.7027027027027,Florida,0
2011-07-30,38.138888888888886,Florida,0
2011-07-31,39.02777777777778,Florida,0
2011-08-01,39.08108108108108,Florida,0
2011-08-02,45.361111111111114,Florida,0
2011-08-03,47.916666666666664,Florida,0
2011-08-04,56.111111111111114,Florida,0
2011-08-05,46.55555555555556,Florida,0
2011-08-06,41.083333333333336,Florida,0
2011-08-07,38.432432432432435,Florida,0
2011-08-08,37.542857142857144,Florida,0
2011-08-09,31.257142857142856,Florida,0
2011-08-10,39.30555555555556,Florida,0
2011-08-11,49.22222222222222,Florida,0
2011-08-12,54.69444444444444,Florida,0
2011-08-13,54.833333333333336,Florida,0
2011-08-14,49.4,Florida,0
2011-08-15,47.91428571428571,Florida,0
2011-08-16,51.55555555555556,Florida,0
2011-08-17,49.65714285714286,Florida,0
2011-08-18,43.91428571428571,Florida,0
2011-08-19,45.86486486486486,Florida,0
2011-08-20,44.80555555555556,Florida,0
2011-08-21,43.44444444444444,Florida,0
2011-08-22,45.08108108108108,Florida,0
2011-08-23,48.333333333333336,Florida,0
2011-08-24,44.833333333333336,Florida,0
2011-08-25,46.16216216216216,Florida,0
2011-08-26,52.5,Florida,0
2011-08-27,61.75675675675676,Florida,0
2011-08-28,60.36842105263158,Florida,0
2011-08-29,51.52777777777778,Florida,0
2011-08-30,46.24324324324324,Florida,0
2011-08-31,38.05263157894737,Florida,0
2011-09-01,36.432432432432435,Florida,0
2011-09-02,42.351351351351354,Florida,0
2011-09-03,36.68421052631579,Florida,0
2011-09-04,32.648648648648646,Florida,0
2011-09-05,34.54054054054054,Florida,0
2011-09-06,33.6578947368421,Florida,0
2011-09-07,36.91891891891892,Florida,0
2011-09-08,43.0,Florida,0
2011-09-09,45.44736842105263,Florida,0
2011-09-10,40.91891891891892,Florida,0
2011-09-11,41.054054054054056,Florida,0
2011-09-12,60.31578947368421,Florida,0
2011-09-13,74.55555555555556,Florida,0
2011-09-14,67.0,Florida,0
2011-09-15,58.94736842105263,Florida,0
2011-09-16,61.729729729729726,Florida,0
2011-09-17,47.21621621621622,Florida,0
2011-09-18,39.6578947368421,Florida,0
2011-09-19,34.432432432432435,Florida,0
2011-09-20,30.88888888888889,Florida,0
2011-09-21,28.405405405405407,Florida,0
2011-09-22,24.916666666666668,Florida,0
2011-09-23,29.72972972972973,Florida,0
2011-09-24,35.21052631578947,Florida,0
2011-09-25,32.37837837837838,Florida,0
2011-09-26,27.08108108108108,Florida,0
2011-09-27,30.5,Florida,0
2011-09-28,35.567567567567565,Florida,0
2011-09-29,42.371428571428574,Florida,0
2011-09-30,46.5,Florida,0
2011-10-01,46.7027027027027,Florida,0
2011-10-02,41.2972972972973,Florida,0
2011-10-03,48.86842105263158,Florida,0
2011-10-04,54.47222222222222,Florida,0
2011-10-05,44.68571428571428,Florida,0
2011-10-06,41.810810810810814,Florida,0
2011-10-07,40.30555555555556,Florida,0
2011-10-08,36.25,Florida,0
2011-10-09,34.69444444444444,Florida,0
2011-10-10,33.714285714285715,Florida,0
2011-10-11,32.72222222222222,Florida,0
2011-10-12,31.10810810810811,Florida,0
2011-10-13,37.75,Florida,0
2011-10-14,47.861111111111114,Florida,0
2011-10-15,47.945945945945944,Florida,0
2011-10-16,47.638888888888886,Florida,0
2011-10-17,39.833333333333336,Florida,0
2011-10-18,23.972972972972972,Florida,0
2011-10-19,34.916666666666664,Florida,0
2011-10-20,38.25714285714286,Florida,0
2011-10-21,41.28947368421053,Florida,0
2011-10-22,43.7027027027027,Florida,0
2011-10-23,45.78378378378378,Florida,0
2011-10-24,51.10526315789474,Florida,0
2011-10-25,51.91891891891892,Florida,0
2011-10-26,46.19444444444444,Florida,0
2011-10-27,42.8421052631579,Florida,0
2011-10-28,39.351351351351354,Florida,0
2011-10-29,34.4054054054054,Florida,0
2011-10-30,37.078947368421055,Florida,0
2011-10-31,36.648648648648646,Florida,0
2011-11-01,43.08108108108108,Florida,0
2011-11-02,42.81578947368421,Florida,0
2011-11-03,39.16216216216216,Florida,0
2011-11-04,33.62162162162162,Florida,0
2011-11-05,44.18421052631579,Florida,0
2011-11-06,37.351351351351354,Florida,0
2011-11-07,34.083333333333336,Florida,0
2011-11-08,35.55263157894737,Florida,0
2011-11-09,38.891891891891895,Florida,0
2011-11-10,44.37837837837838,Florida,0
2011-11-11,42.027027027027025,Florida,0
2011-11-12,44.32432432432432,Florida,0
